Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Designation - Human Resources Operations Advisor,4.0,2016-05-01,"Current employee, more than 3 years",Excellent work ethicWork Life balance,Few FullTime opportunities in HR function,MicroSoft
Financial Controllers,4.0,2017-01-04,"Current employee, more than 5 years","Fun, engaging, fast moving, growth, opportunities","Work/Life balance, management, team, office environment",MicroSoft
Lsp Pse,5.0,2017-01-15,"Former employee, more than 10 years","Good company, processes, people, products.","Bureaucracy, long decisions, a lot of work.",MicroSoft
Senior Human Resources Professional,4.0,2017-10-10,"Current employee, more than 3 years",Dynamic and flexible work environment.,Learning and development needs a better approach.,MicroSoft
Software Engineering Team Leader,5.0,2018-01-06,"Former employee, more than 3 years",Among top ten best workplaces,Some friction takes place between colleagues,MicroSoft
Junior Technical Evangelist,4.0,2018-03-18,"Former employee, more than 1 year","Steep Learning, Awareness Of Microsoft technologies",very rare to access professional,MicroSoft
Ad Risk,5.0,2019-05-31,"Current employee, more than 3 years",flexible and  good working envrioment,promotion opportunity is very limited,MicroSoft
Senior Ui-Ux Designer,4.0,2020-01-18,"Current employee, more than 3 years","Work, life, balance, vision, products","Micro, management, compensation, manager, test",MicroSoft
Commission Tech,4.0,2020-02-04,"Current employee, less than 1 year",Fun culture with great benefits,Long down times but otherwise great place,MicroSoft
Surestep Tele Lead,4.0,2020-02-20,"Current employee, more than 1 year","good environment, Breakfast everyday, relaxed",management is not up to Microsoft Standards,MicroSoft
Technischer Einkäufer,5.0,2020-03-11,Current employee,Development of persons and knowladge developmemt,I did not find any problem,MicroSoft
Associate Research Scientist,5.0,2020-04-07,Former employee,This is a great company,Cannot think of any right now,MicroSoft
Senior Sqm,5.0,2020-05-19,Former employee,"Best practice, working life balance",Prefer working longer time if no relocation,MicroSoft
Network Specialist,5.0,2020-05-30,"Former employee, less than 1 year",perfect excellent cozy professional it,I don't thinkg that there was any,MicroSoft
Senior Programmer Manager,4.0,2020-05-31,Current employee,Good company to work for.,"Large company, with a large matrix organisation.",MicroSoft
National Technology Officer,4.0,2020-07-28,"Former employee, more than 10 years",Company provides Impact in society,There are Too much internal process,MicroSoft
Sales Head,3.0,2020-08-10,"Current employee, less than 1 year",Good place to work at.,No cons I can think of.,MicroSoft
Artificial Intelligence Engineer,5.0,2020-09-16,"Former employee, more than 1 year",good work experience with them,too much work for me,MicroSoft
Business Associate,4.0,2020-09-21,"Current employee, more than 3 years",It's really work friendly. Great culture.,Some decisions made not considering context,MicroSoft
Enterprise Solution Specialist,4.0,2020-09-22,"Former employee, more than 3 years","Challenging, High Salaries, many benefits","Hard Market to penetrate, Stressful environement",MicroSoft
Partner Sales,5.0,2020-10-17,Current employee,High Salary and inclusive culture,Too high paced and difficult tasks,MicroSoft
Senior Nodejs Developer,5.0,2020-12-12,Current employee,Good company with good environment to work,NA NA NA NA NA,MicroSoft
Distinguished Engineer,4.0,2020-12-24,"Former employee, more than 5 years",Good reward for money and authorty,Redtap in most of the work,MicroSoft
Ar Support,4.0,2020-12-29,"Former employee, more than 1 year",Great company to work for,High attrition Level within the company,MicroSoft
It Solutions Architect,5.0,2020-12-30,Former employee,"good company, had a great time","not much, everything was ok",MicroSoft
Market Development Manager,5.0,2021-01-20,Former employee,Good opps but highly bureaucratic,Perhaps revising risk levels would help,MicroSoft
Senior Programmer Analyar,3.0,2021-01-26,"Former employee, more than 1 year",good environment for freshers. Lot to learn,office politics are very much present,MicroSoft
Bdo,5.0,2021-02-20,Former employee,The staff is really good,there is lots of workload,MicroSoft
Registered Nurse,5.0,2021-03-01,"Current employee, more than 1 year",Sa as to make development,Not having enough working equpments,MicroSoft
Erp Consultant,4.0,2021-03-09,Current employee,A good learning opportunity for freshers,In the longer run its not good,MicroSoft
Dc Technician,3.0,2021-03-18,"Former employee, less than 1 year","Freedom, image, culture, work/life balance, job opportunities","Salary, opportunities, growth, development, locatation",MicroSoft
Softwarre Engineer,5.0,2021-03-31,Former employee,Good work and good colleagues,Lesser compensation compared to similar companies,MicroSoft
Jantior,5.0,2021-04-14,Current employee,grate company i like bery much,no cons duoper place 2 work,MicroSoft
Senior Field Service Engineer,4.0,2021-04-26,"Current employee, more than 3 years","Big office, friendly people, good canteen, Technogies",No full time on site opps,MicroSoft
Information Scientist,3.0,2021-04-27,Current employee,Very nice people and a great worklife balance.,Boring job. Just google it.,MicroSoft
Ays Associate,4.0,2021-04-27,"Current employee, more than 5 years",Saalary is awesome for everyone,Espop should be given to everyone,MicroSoft
Accoiunt Manager,5.0,2021-05-24,Former employee,"Health Insurance, holiday pay, events.","I do not have any example, sorry.",MicroSoft
Client Services Manager,5.0,2021-05-26,Former employee,"Nice working environment, good team work",None for my career period,MicroSoft
Global Client Director,5.0,2021-06-15,"Current employee, more than 3 years",Lots of opportunities to learn,complexity of a large organization,MicroSoft
Chief Information Officer (Cio),3.0,2021-06-22,Current employee,"compensation, benefits, bonus, options, fun","high pressure, career ceiling, silosmeetingsmore meetings",MicroSoft
Python Trainee,5.0,2021-06-29,Current employee,the most ever technology company,they must invensment in mobile phone,MicroSoft
Business Development Manager (Bdm),5.0,2021-07-15,"Former employee, more than 8 years","Intellectual, fast based, informative, respective,","Fast, fierce, 24/7, time mgmt, no rest",MicroSoft
Management Trainess,5.0,2021-08-19,"Current employee, less than 1 year",Good good good good good,None nine none now. Neons none,MicroSoft
Business Developer,4.0,2021-09-05,Current employee,"big company, advance quite easily","bureaucracy, too much politics and drama",MicroSoft
Benefits Specialist,5.0,2021-09-27,"Current employee, more than 3 years","great envirovment,great people, i recommend","nothing so far, everything works fine",MicroSoft
Sales Excellence Lead,5.0,2021-10-03,"Current employee, more than 3 years",Healthy environment to work in,"Non , i learned a lot",MicroSoft
Associate- Data Operator,5.0,2021-10-22,Current employee,Processing fast and good Yes,Nice company and in this employees.,MicroSoft
Hardware Operations,4.0,2021-11-01,Former employee,Great benefit and nice coworkers,"Intense work loading, but nice for selfmotivation",MicroSoft
Corporate Account Coordinator,3.0,2021-11-12,Current employee,Good devolpment and learning opportunities,Too much going on sometimes,MicroSoft
Operations Management,5.0,2021-11-16,"Former employee, more than 5 years","diversity and great benefit, great career advancement",Growing rapidly. Quite competitive environment,MicroSoft
Project Person,4.0,2021-11-22,Former employee,"Friendly, good coffee, marketing, nice office","Sales, sales, sales, sales, sales",MicroSoft
Algorithm Engineer,5.0,2021-11-30,Current employee,generally everything is fine here,a little far away in shanghai.,MicroSoft
Fte,5.0,2021-12-24,"Former employee, more than 3 years",Best company to work with great benefits,Very demanding but worth it,MicroSoft
Fast Track Manager,5.0,2022-01-25,Current employee,Good environment big chance to grow,Departments and process changes alot,MicroSoft
Ml/Ai Engineer,5.0,2022-02-28,Current employee,"Very good company, Job security",This company has no cons,MicroSoft
Senior Tech Specialist,5.0,2022-03-21,Current employee,"Great Leadership, vision, Product and perks",Salary scales could be more competitive,MicroSoft
Principal Applications Scientist,5.0,2022-03-30,"Current employee, more than 8 years",nice perksgood work life balance,nothing to say at this moment,MicroSoft
Data Privacy Consultant,5.0,2022-03-31,Former employee,good experiences at the company,reversible actions and inactions at the company,MicroSoft
Sales Copywriter,5.0,2022-04-06,"Former employee, less than 1 year",good task handling and easy work.,Hectic work timinings and not flexible,MicroSoft
Head Honcho,5.0,2022-04-27,Current employee,the perks are really amazing!,the hours arent that great,MicroSoft
Senior It Manager,5.0,2022-05-10,Former employee,Good place for lunch and work,Yes management is good and fabulous,MicroSoft
Sde2 - Python,5.0,2022-07-10,Current employee,"good pros , work life balance","no cons , good pees around",MicroSoft
Techinian,4.0,2022-07-31,Current employee,"good job, nice pay, good city.",no growth. repeat work. not flexible schedule.,MicroSoft
Css-1,3.0,2022-10-15,Former employee,Good benefits overall. A lot of old engineers,Bad organization. Expected outcome under par,MicroSoft
Industry Manager - Manufacturing,4.0,2012-07-04,"Current employee, more than 5 years","Technology exposure, job opportunities and culture of passion",bureaucracy and customer perceptions of our products are sometimes a problem.,MicroSoft
Partner Operation Manager,3.0,2014-08-08,"Current employee, more than 1 year","package, benfit, and locationpackage, benfit, and location",Too manay emailsToo manay emails,MicroSoft
Electronic Engineer,4.0,2015-04-26,Current employee,"Good Salary, worklive balance is good.","Nothing to write, No downsides",MicroSoft
Assistant Marketing Manager,4.0,2016-04-06,"Current employee, more than 1 year",Good environment and supporting team,Salary is not showing your right value,MicroSoft
Rf Drive Test Engineer,3.0,2017-07-07,"Former employee, more than 10 years","Good community, salary, high technology","Too big organization, too many layers.",MicroSoft
Software Engi,5.0,2019-07-05,"Current employee, more than 1 year",Awesome Work CultureFlexible Work Time,Everything is awesomePerks are good,MicroSoft
Sales Program Manager,3.0,2019-08-18,"Current employee, more than 3 years",Great flexibility and agile teams,Based outside of Munich without easy access,MicroSoft
Smsp,5.0,2020-08-12,"Former employee, more than 10 years","Open, diverse, always learning organisation","Not for everyone, plenty opportunities around",MicroSoft
