Job Title Clean	Job Title Entities	Pros Clean	Pros Entities	Cons Clean	Cons Entities	Cleaned Status	Cleaned Rating	Time	Employment_Type	Role_Type	Duration	Company_Name	combined_text	similarity	x	y	Rating_scaled	Role_Type_contractor	Role_Type_employee	Role_Type_freelancer	Role_Type_internship	Role_Type_temporary	hybrid_similarity	relevance_score	relevant	adjusted_score
design engineer	{'NER': [], 'ROLES': ['design engineer', 'engineer']}	join ibm hardware design server group allow work cuttingedge server technology collaborate lead expert role offer substantial professional growth comprehensive training development opportunity diverse inclusive work environment contribute impactful technological advancement advance career forwardthinking setting	{'NER': [('ibm', 'ORG')], 'ROLES': ['server', 'server', 'technology', 'professional', 'training']}	work ibm present challenge include navigate office politic influence career advancement workplace relationship company large size bureaucratic nature lead slow decisionmaking process role demand long hour high stress potentially impact worklife balance additionally shift corporate culture strategy ibm evolve affect employee experience job security concern ongoing restructuring market change	{'NER': [('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['lead', 'strategy', 'employee', 'security']}	Former Employee, More Than 8 Years	3.0	2024-09-12	Former	employee	default	IBM	design engineer join ibm hardware design server group allow work cuttingedge server technology collaborate lead expert role offer substantial professional growth comprehensive training development opportunity diverse inclusive work environment contribute impactful technological advancement advance career forwardthinking setting work ibm present challenge include navigate office politic influence career advancement workplace relationship company large size bureaucratic nature lead slow decisionmaking process role demand long hour high stress potentially impact worklife balance additionally shift corporate culture strategy ibm evolve affect employee experience job security concern ongoing restructuring market change employee	0.26203507	-46.907875	-22.387844	0.5	0.0	1.0	0.0	0.0	0.0	0.18528673532742446	0.0	0	0.44429696
regional operation manager	{'NER': [], 'ROLES': ['regional', 'regional operations manager', 'operations', 'operations manager', 'manager']}	good work environment scope self improvement company growth	{'NER': [], 'ROLES': ['good']}	good thing dream company google	{'NER': [], 'ROLES': ['good']}	Current Employee	5.0	2015-06-28	Current	employee	default	Google	regional operation manager good work environment scope self improvement company growth good thing dream company google employee	0.2685802	-9.247597	-24.050705	1.0	0.0	1.0	0.0	0.0	0.0	0.1899148742710972	0.5	0	0.44429222
bilingual	{'NER': [], 'ROLES': ['bilingual']}	website explain customer new offer news	{'NER': [], 'ROLES': []}	learn perfectly step step good work	{'NER': [], 'ROLES': []}	Former Employee	5.0	2015-03-10	Former	employee	default	Google	bilingual website explain customer new offer news learn perfectly step step good work employee	0.26856595	38.68213	-52.084236	1.0	0.0	1.0	0.0	0.0	0.0	0.1899048008495137	0.5	0	0.44426864
bancassurance sale officer	{'NER': [('bancassurance', 'ORG')], 'ROLES': ['bancassurance sales officer', 'sales', 'sales officer', 'officer']}	nice pay promotion good	{'NER': [], 'ROLES': ['good']}	management hr tight	{'NER': [], 'ROLES': ['management', 'hr']}	Current Employee, More Than 3 Years	4.0	2021-06-02	Current	employee	>3 year	Co-Operative	bancassurance sale officer nice pay promotion good management hr tight employee	0.22555114	11.012236	-41.93382	0.75	0.0	1.0	0.0	0.0	0.0	0.1594887092998321	1.5	1	0.4442644
u x designer	{'NER': [], 'ROLES': ['u/x designer', 'designer']}	great learning opportunity good team management good work life balance	{'NER': [], 'ROLES': ['great', 'good', 'management', 'good']}	notice con far	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2024-11-25	Current	employee	1 - 3 year	IBM	u x designer great learning opportunity good team management good work life balance notice con far employee	0.26201066	32.01824	37.858345	1.0	0.0	1.0	0.0	0.0	0.0	0.18526950903308645	0.5	0	0.4442556
dft engineer	{'NER': [('dft', 'ORG')], 'ROLES': ['dft engineer', 'engineer']}	work life balance good work home option excellent leave policy opportunity growth good	{'NER': [], 'ROLES': ['good', 'policy', 'good']}	need proactive learn perk compensation	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	4.0	2018-07-30	Current	employee	>3 year	IBM	dft engineer work life balance good work home option excellent leave policy opportunity growth good need proactive learn perk compensation employee	0.2619971	-18.062	26.291811	0.75	0.0	1.0	0.0	0.0	0.0	0.18525990422285635	1.5	1	0.44423258
junior accountant	{'NER': [], 'ROLES': ['junior accountant', 'accountant']}	big company krakow	{'NER': [('krakow', 'GPE')], 'ROLES': ['it']}	ibm improve	{'NER': [('ibm', 'ORG')], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2022-08-21	Current	employee	<1 year	IBM	junior accountant big company krakow ibm improve employee	0.26199144	-44.66864	-32.7235	1.0	0.0	1.0	0.0	0.0	0.0	0.18525591003629951	0.5	0	0.444223
hardware reliability engineer	{'NER': [], 'ROLES': ['hardware reliability engineer', 'reliability', 'reliability engineer', 'engineer']}	work life balance free food	{'NER': [], 'ROLES': []}	hw org second thought google	{'NER': [('second', 'ORDINAL')], 'ROLES': []}	Former Employee	4.0	2024-08-29	Former	employee	default	Google	hardware reliability engineer work life balance free food hw org second thought google employee	0.26852635	-6.129334	56.845867	0.75	0.0	1.0	0.0	0.0	0.0	0.18987678514093498	0.5	0	0.4442031
clinical operation specialist	{'NER': [], 'ROLES': ['clinical operations specialist', 'operations', 'operations specialist', 'specialist']}	good environment fun coworker flexibility	{'NER': [], 'ROLES': ['good']}	long break lunch hour	{'NER': [('lunch hour', 'TIME')], 'ROLES': []}	Former Employee	5.0	2022-11-08	Former	employee	default	Google	clinical operation specialist good environment fun coworker flexibility long break lunch hour employee	0.26850235	21.36532	-0.5118737	1.0	0.0	1.0	0.0	0.0	0.0	0.1898598040875829	0.5	0	0.44416344
senior technical lead architect	{'NER': [], 'ROLES': ['senior technical lead', 'senior technical lead/architect', 'technical', 'technical lead', 'lead', 'architect']}	competitive environment reward	{'NER': [], 'ROLES': []}	group great	{'NER': [], 'ROLES': ['great']}	Current Employee, More Than 1 Year	3.0	2015-11-03	Current	employee	1 - 3 year	Cisco	senior technical lead architect competitive environment reward group great employee	0.25543615	-14.290631	10.881862	0.5	0.0	1.0	0.0	0.0	0.0	0.1806205895274645	0.0	0	0.44415736
service delivery planner	{'NER': [], 'ROLES': ['service', 'service delivery', 'service delivery planner', 'delivery', 'planner']}	ibm employ smart people planet rank file day non manager bright smart people meet supportive highly efficient	{'NER': [('ibm', 'ORG')], 'ROLES': []}	time ibm great company lou gerstner save ibm cost corporate soul ibm good place work average management different tech company d far say probably average hen come management leadership	{'NER': [('ibm', 'ORG'), ('lou gerstner', 'PERSON'), ('ibm', 'ORG'), ('ibm', 'ORG')], 'ROLES': ['great', 'great company', 'its', 'good', 'it', 'management', 'tech', 'it', 'it', 'management', 'leadership']}	Former Employee	3.0	2015-06-15	Former	employee	default	IBM	service delivery planner ibm employ smart people planet rank file day non manager bright smart people meet supportive highly efficient time ibm great company lou gerstner save ibm cost corporate soul ibm good place work average management different tech company d far say probably average hen come management leadership employee	0.26194203	-42.31615	-21.056807	0.5	0.0	1.0	0.0	0.0	0.0	0.18522095419699888	0.0	0	0.4441392
application operation engineer	{'NER': [], 'ROLES': ['applications operations engineer', 'operations', 'operations engineer', 'engineer']}	training good job lot technical aspect learn	{'NER': [], 'ROLES': ['good', 'jobs', 'lots', 'technical']}	lack trust employee	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2018-03-26	Former	employee	1 - 3 year	IBM	application operation engineer training good job lot technical aspect learn lack trust employee employee	0.26194188	-6.3022065	33.96339	0.75	0.0	1.0	0.0	0.0	0.0	0.18522086221611636	0.5	0	0.44413894
demand generation associate	{'NER': [], 'ROLES': ['demand generation', 'demand generation associate', 'associate']}	great benefit perk nice smart people	{'NER': [], 'ROLES': ['great']}	case lack recognition result obtain	{'NER': [], 'ROLES': []}	Former Employee	4.0	2012-03-17	Former	employee	default	Google	demand generation associate great benefit perk nice smart people case lack recognition result obtain employee	0.2684724	31.616467	-7.431762	0.75	0.0	1.0	0.0	0.0	0.0	0.18983866759904777	0.5	0	0.44411388
finance anyalyst	{'NER': [], 'ROLES': ['finance', 'finance anyalyst']}	lovely work place work	{'NER': [], 'ROLES': []}	wrong bcz lovely people	{'NER': [], 'ROLES': []}	Current Employee, Less Than 1 Year	5.0	2022-10-17	Current	employee	<1 year	IBM	finance anyalyst lovely work place work wrong bcz lovely people employee	0.2619259	34.148285	14.954769	1.0	0.0	1.0	0.0	0.0	0.0	0.18520959880902027	0.5	0	0.44411188
gcp architect engineer	{'NER': [('gcp', 'ORG')], 'ROLES': ['gcp architect/engineer', 'architect', 'engineer']}	good work life balance good work culture good learning certification perspective supportive management leader employee benefit	{'NER': [], 'ROLES': ['good', 'management', 'employee']}	find	{'NER': [], 'ROLES': []}	Current Employee, More Than 1 Year	5.0	2022-11-10	Current	employee	1 - 3 year	IBM	gcp architect engineer good work life balance good work culture good learning certification perspective supportive management leader employee benefit find employee	0.26192465	-27.743233	28.090769	1.0	0.0	1.0	0.0	0.0	0.0	0.18520868434469834	0.5	0	0.44410974
	{'NER': [('swe1', 'TIME')], 'ROLES': ['swe1']}	free food amazing office super smart people	{'NER': [], 'ROLES': []}	lately involve lot mess publically	{'NER': [], 'ROLES': []}	Current Employee, More Than 3 Years	5.0	2020-01-08	Current	employee	>3 year	Google	 free food amazing office super smart people lately involve lot mess publically employee	0.26846325	-7.8614144	61.050903	1.0	0.0	1.0	0.0	0.0	0.0	0.1898321743945806	0.5	0	0.44409874
softwere engineer ii	{'NER': [('softwere engineer', 'ORG')], 'ROLES': ['softwere engineer', 'softwere engineer ii', 'engineer', 'engineer ii']}	graet wlb great people work	{'NER': [('graet', 'NORP')], 'ROLES': ['great']}	bad salary hard promote	{'NER': [], 'ROLES': []}	Current Employee	4.0	2025-07-27	Current	employee	default	MicroSoft	softwere engineer ii graet wlb great people work bad salary hard promote employee	0.24645475	-5.7349668	36.26941	0.75	0.0	1.0	0.0	0.0	0.0	0.1742698046437469	0.5	0	0.44408086
agent assistant	{'NER': [], 'ROLES': ['agents assistant', 'assistant']}	culture people helpful responsive microsoft strong learning culture flexible work office home coffee shop long work get matter technology work new technology learn new day	{'NER': [('microsoft', 'ORG')], 'ROLES': ['microsoft', 'it', 'technology', 'technology']}	technically require work night necessary meet customer need learning lot internal process difficult navigate	{'NER': [('night', 'TIME')], 'ROLES': ['it', 'customer', 'lots']}	Current Employee, More Than 3 Years	4.0	2020-01-13	Current	employee	>3 year	MicroSoft	agent assistant culture people helpful responsive microsoft strong learning culture flexible work office home coffee shop long work get matter technology work new technology learn new day technically require work night necessary meet customer need learning lot internal process difficult navigate employee	0.24645199	-22.746609	8.175759	0.75	0.0	1.0	0.0	0.0	0.0	0.17426786607730982	1.5	1	0.4440759
employee	{'NER': [], 'ROLES': ['r&d', 'r&d employee', 'employee']}	excellent pay cafeteria cab service work home annual health checkup	{'NER': [('annual', 'DATE')], 'ROLES': ['service']}	lay off fool claim performer boot cisco throw dedicated talented people business plan change whim good people lose job year line pay price shallow decision take today experience depend team join beware offer team high percentage malayalee specially woman horrible coworker good work mean unprofessional thing bring work hard build empire bring kind manager clueless weak promote favouritism play people possess technical knowledge project people manager sense manager harm career prospect let develop area interest let leave try remedy situation smartly highly competitive suck right people survive need tough question trust month hear news employee commit suicide die heart attack	{'NER': [('only bottom 5%', 'PERCENT'), ('cisco', 'ORG'), ('2014', 'DATE'), ('23 years', 'DATE'), ('today', 'DATE'), ('every few months', 'DATE')], 'ROLES': ['good', 'jobs', 'good', 'technical', 'project', 'manager', 'it', 'employee']}	Former Employee	2.0	2015-01-16	Former	employee	default	Cisco	employee excellent pay cafeteria cab service work home annual health checkup lay off fool claim performer boot cisco throw dedicated talented people business plan change whim good people lose job year line pay price shallow decision take today experience depend team join beware offer team high percentage malayalee specially woman horrible coworker good work mean unprofessional thing bring work hard build empire bring kind manager clueless weak promote favouritism play people possess technical knowledge project people manager sense manager harm career prospect let develop area interest let leave try remedy situation smartly highly competitive suck right people survive need tough question trust month hear news employee commit suicide die heart attack employee	0.25537908	-32.23396	-3.253704	0.25	0.0	1.0	0.0	0.0	0.0	0.18058027277227848	2.0	1	0.44405815
chief executive officer	{'NER': [], 'ROLES': ['chief executive officer', 'executive', 'officer']}	good work ethic nice town	{'NER': [], 'ROLES': ['good']}	paranoid apple google	{'NER': [], 'ROLES': []}	Former Employee, More Than 1 Year	4.0	2019-02-02	Former	employee	1 - 3 year	MicroSoft	chief executive officer good work ethic nice town paranoid apple google employee	0.24644098	50.068676	18.805609	0.75	0.0	1.0	0.0	0.0	0.0	0.17426008291362427	0.5	0	0.44405606
